Timestamp,Session number,Density,Temperature,Mass flow rate,Mass total,Pressure,Is session active,Product: Name,Product: Category,Product: Sulphur content (%)
01/01/2023 00:21:00,122,802,33.9,0,0,0.893,FALSE,LSFO,Conventional,0.05
01/01/2023 00:21:30,122,802,33.8,0,0,0.892,FALSE,LSFO,Conventional,0.05
01/01/2023 00:22:00,122,802,33.8,0,0,0.891,FALSE,LSFO,Conventional,0.05
01/01/2023 00:22:30,122,801,33.7,0,0,0.891,FALSE,LSFO,Conventional,0.05
01/01/2023 00:23:00,122,801,33.6,0,0,0.89,FALSE,LSFO,Conventional,0.05
01/01/2023 00:23:30,122,801,33.5,0,0,0.89,FALSE,LSFO,Conventional,0.05
01/01/2023 00:24:00,122,800,33.4,0,0,0.889,FALSE,LSFO,Conventional,0.05
01/01/2023 00:24:30,122,800,33.3,0,0,0.888,FALSE,LSFO,Conventional,0.05
01/01/2023 00:25:00,122,800,33.2,0,0,0.888,FALSE,LSFO,Conventional,0.05
01/01/2023 00:25:30,122,800,33.1,0,0,0.887,FALSE,LSFO,Conventional,0.05
01/01/2023 00:26:00,122,799,33.1,0,0,0.887,FALSE,LSFO,Conventional,0.05
01/01/2023 00:26:30,122,799,33,0,0,0.886,FALSE,LSFO,Conventional,0.05
01/01/2023 00:27:00,122,799,32.9,0,0,0.886,FALSE,LSFO,Conventional,0.05
01/01/2023 00:27:30,122,799,32.8,0,0,0.885,FALSE,LSFO,Conventional,0.05
01/01/2023 00:28:00,122,799,32.7,0,0,0.885,FALSE,LSFO,Conventional,0.05
01/01/2023 00:28:30,122,798,32.6,0,0,0.884,FALSE,LSFO,Conventional,0.05
01/01/2023 00:29:00,122,798,32.6,0,0,0.883,FALSE,LSFO,Conventional,0.05
01/01/2023 00:29:30,122,798,32.4,0,0,0.883,FALSE,LSFO,Conventional,0.05
01/01/2023 00:30:00,122,798,32.4,0,0,0.882,FALSE,LSFO,Conventional,0.05
01/01/2023 00:30:30,122,797,32.3,0,0,0.882,FALSE,LSFO,Conventional,0.05
01/01/2023 00:31:00,122,797,32.2,0,0,0.881,FALSE,LSFO,Conventional,0.05
01/01/2023 00:31:30,122,797,32.1,0,0,0.881,FALSE,LSFO,Conventional,0.05
01/01/2023 00:32:00,122,797,32,0,0,0.88,FALSE,LSFO,Conventional,0.05
01/01/2023 00:32:30,122,796,32,0,0,0.88,FALSE,LSFO,Conventional,0.05
01/01/2023 00:33:00,122,796,31.9,0,0,0.879,FALSE,LSFO,Conventional,0.05
01/01/2023 00:33:30,122,796,31.8,0,0,0.879,FALSE,LSFO,Conventional,0.05
01/01/2023 00:34:00,122,796,31.7,0,0,0.878,FALSE,LSFO,Conventional,0.05
01/01/2023 00:34:30,122,795,31.7,0,0,0.878,FALSE,LSFO,Conventional,0.05
01/01/2023 00:35:00,122,795,31.6,0,0,0.877,FALSE,LSFO,Conventional,0.05
01/01/2023 00:35:30,122,795,31.5,0,0,0.877,FALSE,LSFO,Conventional,0.05
01/01/2023 00:36:00,122,794,31.4,0,0,0.876,FALSE,LSFO,Conventional,0.05
01/01/2023 00:36:30,122,794,31.3,0,0,0.876,FALSE,LSFO,Conventional,0.05
01/01/2023 00:37:00,122,794,31.3,0,0,0.875,FALSE,LSFO,Conventional,0.05
01/01/2023 00:37:30,122,794,31.2,0,0,0.875,FALSE,LSFO,Conventional,0.05
01/01/2023 00:38:00,122,794,31.1,0,0,0.874,FALSE,LSFO,Conventional,0.05
01/01/2023 00:38:30,122,793,31,0,0,0.874,FALSE,LSFO,Conventional,0.05
01/01/2023 00:39:00,122,793,30.9,0,0,0.874,FALSE,LSFO,Conventional,0.05
01/01/2023 00:39:30,122,792,30.9,0,0,0.873,FALSE,LSFO,Conventional,0.05
01/01/2023 00:40:00,122,792,30.8,0,0,0.873,FALSE,LSFO,Conventional,0.05
01/01/2023 00:40:30,122,792,30.7,0,0,0.872,FALSE,LSFO,Conventional,0.05
01/01/2023 00:41:00,122,792,30.6,0,0,0.872,FALSE,LSFO,Conventional,0.05
01/01/2023 00:41:30,122,792,30.6,0,0,0.871,FALSE,LSFO,Conventional,0.05
01/01/2023 00:42:00,122,791,30.5,0,0,0.871,FALSE,LSFO,Conventional,0.05
01/01/2023 00:42:30,122,791,30.4,0,0,0.87,FALSE,LSFO,Conventional,0.05
01/01/2023 00:43:00,122,791,30.4,0,0,0.87,FALSE,LSFO,Conventional,0.05
01/01/2023 00:43:30,122,791,30.3,0,0,0.87,FALSE,LSFO,Conventional,0.05
01/01/2023 00:44:00,122,790,30.2,0,0,0.869,FALSE,LSFO,Conventional,0.05
01/01/2023 00:44:30,122,790,30.1,0,0,0.869,FALSE,LSFO,Conventional,0.05
01/01/2023 00:45:00,122,790,30.1,0,0,0.868,FALSE,LSFO,Conventional,0.05
01/01/2023 00:45:30,122,789,29.9,0,0,0.868,FALSE,LSFO,Conventional,0.05
01/01/2023 00:46:00,122,789,29.9,0,0,0.868,FALSE,LSFO,Conventional,0.05
01/01/2023 00:46:30,122,789,29.8,0,0,0.867,FALSE,LSFO,Conventional,0.05
01/01/2023 00:47:00,122,789,29.8,0,0,0.867,FALSE,LSFO,Conventional,0.05
01/01/2023 00:47:30,122,788,29.7,0,0,0.867,FALSE,LSFO,Conventional,0.05
01/01/2023 00:48:00,122,788,29.6,0,0,0.866,FALSE,LSFO,Conventional,0.05
01/01/2023 00:48:30,122,787,29.5,0,0,0.866,FALSE,LSFO,Conventional,0.05
01/01/2023 00:49:00,122,787,29.5,0,0,0.865,FALSE,LSFO,Conventional,0.05
01/01/2023 00:49:30,122,787,29.4,0,0,0.865,FALSE,LSFO,Conventional,0.05
01/01/2023 00:50:00,122,787,29.3,0,0,0.865,FALSE,LSFO,Conventional,0.05
01/01/2023 00:50:30,122,786,29.3,0,0,0.864,FALSE,LSFO,Conventional,0.05
01/01/2023 00:51:00,122,786,29.2,0,0,0.864,FALSE,LSFO,Conventional,0.05
01/01/2023 00:51:30,122,786,29.1,0,0,0.864,FALSE,LSFO,Conventional,0.05
01/01/2023 00:52:00,122,786,29,0,0,0.863,FALSE,LSFO,Conventional,0.05
01/01/2023 00:52:30,122,786,29,0,0,0.863,FALSE,LSFO,Conventional,0.05
01/01/2023 00:53:00,122,785,28.9,0,0,0.863,FALSE,LSFO,Conventional,0.05
01/01/2023 00:53:30,122,785,28.8,0,0,0.862,FALSE,LSFO,Conventional,0.05
01/01/2023 00:54:00,122,785,28.8,0,0,0.862,FALSE,LSFO,Conventional,0.05
01/01/2023 00:54:30,122,785,28.7,0,0,0.862,FALSE,LSFO,Conventional,0.05
01/01/2023 00:55:00,122,784,28.6,0,0,0.862,FALSE,LSFO,Conventional,0.05
01/01/2023 00:55:30,122,784,28.6,0,0,0.861,FALSE,LSFO,Conventional,0.05
01/01/2023 00:56:00,122,784,28.5,0,0,0.861,FALSE,LSFO,Conventional,0.05
01/01/2023 00:56:30,122,784,28.4,0,0,0.86,FALSE,LSFO,Conventional,0.05
01/01/2023 00:57:00,122,783,28.3,0,0,0.86,FALSE,LSFO,Conventional,0.05
01/01/2023 00:57:30,122,783,28.3,0,0,0.859,FALSE,LSFO,Conventional,0.05
01/01/2023 00:58:00,122,783,28.2,0,0,0.859,FALSE,LSFO,Conventional,0.05
01/01/2023 00:58:30,122,782,28.1,0,0,0.859,FALSE,LSFO,Conventional,0.05
01/01/2023 00:59:00,122,782,28.1,0,0,0.858,FALSE,LSFO,Conventional,0.05
01/01/2023 00:59:30,122,782,28.1,0,0,0.858,FALSE,LSFO,Conventional,0.05
01/01/2023 01:00:00,122,781,27.9,0,0,0.858,FALSE,LSFO,Conventional,0.05
01/01/2023 01:00:30,122,781,27.9,0,0,0.857,FALSE,LSFO,Conventional,0.05
01/01/2023 01:01:00,122,781,27.8,0,0,0.857,FALSE,LSFO,Conventional,0.05
01/01/2023 01:01:30,122,781,27.8,0,0,0.857,FALSE,LSFO,Conventional,0.05
01/01/2023 01:02:00,122,780,27.7,0,0,0.857,FALSE,LSFO,Conventional,0.05
01/01/2023 01:02:30,122,780,27.6,0,0,0.856,FALSE,LSFO,Conventional,0.05
01/01/2023 01:03:00,122,780,27.5,0,0,0.856,FALSE,LSFO,Conventional,0.05
01/01/2023 01:03:30,122,780,27.5,0,0,0.856,FALSE,LSFO,Conventional,0.05
01/01/2023 01:04:00,122,780,27.4,0,0,0.856,FALSE,LSFO,Conventional,0.05
01/01/2023 01:04:30,122,779,27.3,0,0,0.855,FALSE,LSFO,Conventional,0.05
01/01/2023 01:05:00,122,779,27.3,0,0,0.855,FALSE,LSFO,Conventional,0.05
01/01/2023 01:05:30,122,779,27.2,0,0,0.855,FALSE,LSFO,Conventional,0.05
01/01/2023 01:06:00,122,779,27.2,0,0,0.855,FALSE,LSFO,Conventional,0.05
01/01/2023 01:06:30,122,778,27.1,0,0,0.854,FALSE,LSFO,Conventional,0.05
01/01/2023 01:07:00,122,778,27,0,0,0.854,FALSE,LSFO,Conventional,0.05
01/01/2023 01:07:30,122,778,27,0,0,0.854,FALSE,LSFO,Conventional,0.05
01/01/2023 01:08:00,122,777,26.9,0,0,0.854,FALSE,LSFO,Conventional,0.05
01/01/2023 01:08:30,122,777,26.8,0,0,0.853,FALSE,LSFO,Conventional,0.05
01/01/2023 01:09:00,122,777,26.8,0,0,0.853,FALSE,LSFO,Conventional,0.05
01/01/2023 01:09:30,122,776,26.7,0,0,0.853,FALSE,LSFO,Conventional,0.05
01/01/2023 01:10:00,122,776,26.7,0,0,0.852,FALSE,LSFO,Conventional,0.05
01/01/2023 01:10:30,122,776,26.6,0,0,0.852,FALSE,LSFO,Conventional,0.05
01/01/2023 01:11:00,122,776,26.6,0,0,0.852,FALSE,LSFO,Conventional,0.05
01/01/2023 01:11:30,122,775,26.5,0,0,0.852,FALSE,LSFO,Conventional,0.05
01/01/2023 01:12:00,122,775,26.5,0,0,0.851,FALSE,LSFO,Conventional,0.05
01/01/2023 01:12:30,122,775,26.4,0,0,0.851,FALSE,LSFO,Conventional,0.05
01/01/2023 01:13:00,122,774,26.4,0,0,0.851,FALSE,LSFO,Conventional,0.05
01/01/2023 01:13:30,122,774,26.3,0,0,0.851,FALSE,LSFO,Conventional,0.05
01/01/2023 01:14:00,122,774,26.2,0,0,0.85,FALSE,LSFO,Conventional,0.05
01/01/2023 01:14:30,122,774,26.1,0,0,0.85,FALSE,LSFO,Conventional,0.05
01/01/2023 01:15:00,122,773,26.1,0,0,0.85,FALSE,LSFO,Conventional,0.05
01/01/2023 01:15:30,122,773,26,0,0,0.85,FALSE,LSFO,Conventional,0.05
01/01/2023 01:16:00,122,773,26,0,0,0.85,FALSE,LSFO,Conventional,0.05
01/01/2023 01:16:30,122,773,25.9,0,0,0.849,FALSE,LSFO,Conventional,0.05
01/01/2023 01:17:00,122,772,25.9,0,0,0.849,FALSE,LSFO,Conventional,0.05
01/01/2023 01:17:30,122,772,25.8,0,0,0.849,FALSE,LSFO,Conventional,0.05
01/01/2023 01:18:00,122,771,25.8,0,0,0.849,FALSE,LSFO,Conventional,0.05
01/01/2023 01:18:30,122,771,25.8,0,0,0.848,FALSE,LSFO,Conventional,0.05
01/01/2023 01:19:00,122,771,25.7,0,0,0.848,FALSE,LSFO,Conventional,0.05
01/01/2023 01:19:30,122,771,25.6,0,0,0.848,FALSE,LSFO,Conventional,0.05
01/01/2023 01:20:00,122,770,25.6,0,0,0.848,FALSE,LSFO,Conventional,0.05
01/01/2023 01:20:30,122,770,25.5,0,0,0.847,FALSE,LSFO,Conventional,0.05
01/01/2023 01:21:00,122,770,25.4,0,0,0.847,FALSE,LSFO,Conventional,0.05
01/01/2023 01:21:30,122,769,25.4,0,0,0.847,FALSE,LSFO,Conventional,0.05
01/01/2023 01:22:00,122,769,25.3,0,0,0.847,FALSE,LSFO,Conventional,0.05
01/01/2023 01:22:30,122,769,25.3,0,0,0.847,FALSE,LSFO,Conventional,0.05
01/01/2023 01:23:00,122,769,25.3,0,0,0.846,FALSE,LSFO,Conventional,0.05
01/01/2023 01:23:30,122,768,25.2,0,0,0.846,FALSE,LSFO,Conventional,0.05
01/01/2023 01:24:00,122,768,25.2,0,0,0.845,FALSE,LSFO,Conventional,0.05
01/01/2023 01:24:30,122,768,25.1,0,0,0.845,FALSE,LSFO,Conventional,0.05
01/01/2023 01:25:00,122,767,25,0,0,0.845,FALSE,LSFO,Conventional,0.05
01/01/2023 01:25:30,122,767,25,0,0,0.845,FALSE,LSFO,Conventional,0.05
01/01/2023 01:26:00,122,766,24.9,0,0,0.844,FALSE,LSFO,Conventional,0.05
01/01/2023 01:26:30,122,766,24.9,0,0,0.844,FALSE,LSFO,Conventional,0.05
01/01/2023 01:27:00,122,766,24.8,0,0,0.844,FALSE,LSFO,Conventional,0.05
01/01/2023 01:27:30,122,765,24.8,0,0,0.843,FALSE,LSFO,Conventional,0.05
01/01/2023 01:28:00,122,765,24.8,0,0,0.843,FALSE,LSFO,Conventional,0.05
01/01/2023 01:28:30,122,765,24.7,0,0,0.842,FALSE,LSFO,Conventional,0.05
01/01/2023 01:29:00,122,764,24.6,0,0,0.842,FALSE,LSFO,Conventional,0.05
01/01/2023 01:29:30,122,764,24.6,0,0,0.842,FALSE,LSFO,Conventional,0.05
01/01/2023 01:30:00,122,764,24.5,0,0,0.842,FALSE,LSFO,Conventional,0.05
01/01/2023 01:30:30,122,763,24.4,0,0,0.842,FALSE,LSFO,Conventional,0.05
01/01/2023 01:31:00,122,763,24.4,0,0,0.841,FALSE,LSFO,Conventional,0.05
01/01/2023 01:31:30,122,762,24.4,0,0,0.841,FALSE,LSFO,Conventional,0.05
01/01/2023 01:32:00,122,762,24.3,0,0,0.841,FALSE,LSFO,Conventional,0.05
01/01/2023 01:32:30,122,762,24.3,0,0,0.841,FALSE,LSFO,Conventional,0.05
01/01/2023 01:33:00,122,761,24.2,0,0,0.841,FALSE,LSFO,Conventional,0.05
01/01/2023 01:33:30,122,761,24.1,0,0,0.84,FALSE,LSFO,Conventional,0.05
01/01/2023 01:34:00,122,761,24.1,0,0,0.84,FALSE,LSFO,Conventional,0.05
01/01/2023 01:34:30,122,761,24,0,0,0.84,FALSE,LSFO,Conventional,0.05
01/01/2023 01:35:00,122,760,24,0,0,0.84,FALSE,LSFO,Conventional,0.05
01/01/2023 01:35:30,122,759,23.9,0,0,0.84,FALSE,LSFO,Conventional,0.05
01/01/2023 01:36:00,122,759,23.9,0,0,0.839,FALSE,LSFO,Conventional,0.05
01/01/2023 01:36:30,122,759,23.8,0,0,0.839,FALSE,LSFO,Conventional,0.05
01/01/2023 01:37:00,122,759,23.8,0,0,0.839,FALSE,LSFO,Conventional,0.05
01/01/2023 01:37:30,122,758,23.7,0,0,0.839,FALSE,LSFO,Conventional,0.05
01/01/2023 01:38:00,122,758,23.7,0,0,0.839,FALSE,LSFO,Conventional,0.05
01/01/2023 01:38:30,122,758,23.6,0,0,0.839,FALSE,LSFO,Conventional,0.05
01/01/2023 01:39:00,122,758,23.6,0,0,0.838,FALSE,LSFO,Conventional,0.05
01/01/2023 01:39:30,122,757,23.5,0,0,0.838,FALSE,LSFO,Conventional,0.05
01/01/2023 01:40:00,122,757,23.5,0,0,0.838,FALSE,LSFO,Conventional,0.05
01/01/2023 01:40:30,122,757,23.4,0,0,0.838,FALSE,LSFO,Conventional,0.05
01/01/2023 01:41:00,122,756,23.4,0,0,0.838,FALSE,LSFO,Conventional,0.05
01/01/2023 01:41:30,122,756,23.3,0,0,0.837,FALSE,LSFO,Conventional,0.05
01/01/2023 01:42:00,122,755,23.3,0,0,0.837,FALSE,LSFO,Conventional,0.05
01/01/2023 01:42:30,122,755,23.3,0,0,0.837,FALSE,LSFO,Conventional,0.05
01/01/2023 01:43:00,122,755,23.2,0,0,0.837,FALSE,LSFO,Conventional,0.05
01/01/2023 01:43:30,122,754,23.1,0,0,0.836,FALSE,LSFO,Conventional,0.05
01/01/2023 01:44:00,122,754,23.1,0,0,0.836,FALSE,LSFO,Conventional,0.05
01/01/2023 01:44:30,122,754,23,0,0,0.836,FALSE,LSFO,Conventional,0.05
01/01/2023 01:45:00,122,754,23,0,0,0.836,FALSE,LSFO,Conventional,0.05
01/01/2023 01:45:30,122,753,22.9,0,0,0.836,FALSE,LSFO,Conventional,0.05
01/01/2023 01:46:00,122,753,22.9,0,0,0.835,FALSE,LSFO,Conventional,0.05
01/01/2023 01:46:30,122,753,22.8,0,0,0.835,FALSE,LSFO,Conventional,0.05
01/01/2023 01:47:00,122,752,22.8,0,0,0.835,FALSE,LSFO,Conventional,0.05
01/01/2023 01:47:30,122,751,22.8,0,0,0.835,FALSE,LSFO,Conventional,0.05
01/01/2023 01:48:00,122,751,22.7,0,0,0.834,FALSE,LSFO,Conventional,0.05
01/01/2023 01:48:30,122,751,22.7,0,0,0.834,FALSE,LSFO,Conventional,0.05
01/01/2023 01:49:00,122,751,22.7,0,0,0.834,FALSE,LSFO,Conventional,0.05
01/01/2023 01:49:30,122,750,22.6,0,0,0.834,FALSE,LSFO,Conventional,0.05
01/01/2023 01:50:00,122,750,22.6,0,0,0.834,FALSE,LSFO,Conventional,0.05
01/01/2023 01:50:30,122,750,22.5,0,0,0.833,FALSE,LSFO,Conventional,0.05
01/01/2023 01:51:00,122,749,22.5,0,0,0.833,FALSE,LSFO,Conventional,0.05
01/01/2023 01:51:30,122,749,22.4,0,0,0.833,FALSE,LSFO,Conventional,0.05
01/01/2023 01:52:00,122,749,22.4,0,0,0.833,FALSE,LSFO,Conventional,0.05
01/01/2023 01:52:30,122,748,22.3,0,0,0.833,FALSE,LSFO,Conventional,0.05
01/01/2023 01:53:00,122,748,22.3,0,0,0.832,FALSE,LSFO,Conventional,0.05
01/01/2023 01:53:30,122,748,22.2,0,0,0.832,FALSE,LSFO,Conventional,0.05
01/01/2023 01:54:00,122,747,22.2,0,0,0.832,FALSE,LSFO,Conventional,0.05
01/01/2023 01:54:30,122,747,22.1,0,0,0.832,FALSE,LSFO,Conventional,0.05
01/01/2023 01:55:00,122,747,22,0,0,0.832,FALSE,LSFO,Conventional,0.05
01/01/2023 01:55:30,122,746,22,0,0,0.831,FALSE,LSFO,Conventional,0.05
01/01/2023 01:56:00,122,746,22,0,0,0.831,FALSE,LSFO,Conventional,0.05
01/01/2023 01:56:30,122,746,22,0,0,0.831,FALSE,LSFO,Conventional,0.05
01/01/2023 01:57:00,122,745,21.9,0,0,0.831,FALSE,LSFO,Conventional,0.05
01/01/2023 01:57:30,122,745,21.9,0,0,0.831,FALSE,LSFO,Conventional,0.05
01/01/2023 01:58:00,122,745,21.8,0,0,0.831,FALSE,LSFO,Conventional,0.05
01/01/2023 01:58:30,122,744,21.7,0,0,0.831,FALSE,LSFO,Conventional,0.05
01/01/2023 01:59:00,122,744,21.7,0,0,0.83,FALSE,LSFO,Conventional,0.05
01/01/2023 01:59:30,122,744,21.7,0,0,0.83,FALSE,LSFO,Conventional,0.05
01/01/2023 02:00:00,122,744,21.6,0,0,0.83,FALSE,LSFO,Conventional,0.05
01/01/2023 02:00:30,122,743,21.6,0,0,0.83,FALSE,LSFO,Conventional,0.05
01/01/2023 02:01:00,122,743,21.5,0,0,0.83,FALSE,LSFO,Conventional,0.05
01/01/2023 02:01:30,122,742,21.5,0,0,0.829,FALSE,LSFO,Conventional,0.05
01/01/2023 02:02:00,122,742,21.5,0,0,0.829,FALSE,LSFO,Conventional,0.05
01/01/2023 02:02:30,122,742,21.4,0,0,0.829,FALSE,LSFO,Conventional,0.05
01/01/2023 02:03:00,122,741,21.4,0,0,0.829,FALSE,LSFO,Conventional,0.05
01/01/2023 02:03:30,122,741,21.3,0,0,0.829,FALSE,LSFO,Conventional,0.05
01/01/2023 02:04:00,122,741,21.3,0,0,0.829,FALSE,LSFO,Conventional,0.05
01/01/2023 02:04:30,122,741,21.2,0,0,0.828,FALSE,LSFO,Conventional,0.05
01/01/2023 02:05:00,122,740,21.2,0,0,0.828,FALSE,LSFO,Conventional,0.05
01/01/2023 02:05:30,122,740,21.2,0,0,0.828,FALSE,LSFO,Conventional,0.05
01/01/2023 02:06:00,122,740,21.1,0,0,0.828,FALSE,LSFO,Conventional,0.05
01/01/2023 02:06:30,122,739,21.1,0,0,0.828,FALSE,LSFO,Conventional,0.05
01/01/2023 02:07:00,122,739,21,0,0,0.828,FALSE,LSFO,Conventional,0.05
01/01/2023 02:07:30,122,738,21,0,0,0.827,FALSE,LSFO,Conventional,0.05
01/01/2023 02:08:00,122,738,20.9,0,0,0.827,FALSE,LSFO,Conventional,0.05
01/01/2023 02:08:30,122,738,20.9,0,0,0.827,FALSE,LSFO,Conventional,0.05
01/01/2023 02:09:00,122,737,20.8,0,0,0.827,FALSE,LSFO,Conventional,0.05
01/01/2023 02:09:30,122,737,20.8,0,0,0.827,FALSE,LSFO,Conventional,0.05
01/01/2023 02:10:00,122,737,20.8,0,0,0.827,FALSE,LSFO,Conventional,0.05
01/01/2023 02:10:30,122,737,20.7,0,0,0.827,FALSE,LSFO,Conventional,0.05
01/01/2023 02:11:00,122,736,20.7,0,0,0.827,FALSE,LSFO,Conventional,0.05
01/01/2023 02:11:30,122,736,20.6,0,0,0.826,FALSE,LSFO,Conventional,0.05
01/01/2023 02:12:00,122,736,20.6,0,0,0.826,FALSE,LSFO,Conventional,0.05
01/01/2023 02:12:30,122,736,20.6,0,0,0.826,FALSE,LSFO,Conventional,0.05
01/01/2023 02:13:00,122,735,20.5,0,0,0.826,FALSE,LSFO,Conventional,0.05
01/01/2023 02:13:30,122,735,20.5,0,0,0.826,FALSE,LSFO,Conventional,0.05
01/01/2023 02:14:00,122,734,20.4,0,0,0.826,FALSE,LSFO,Conventional,0.05
01/01/2023 02:14:30,122,734,20.4,0,0,0.826,FALSE,LSFO,Conventional,0.05
01/01/2023 02:15:00,122,734,20.4,0,0,0.825,FALSE,LSFO,Conventional,0.05
01/01/2023 02:15:30,122,734,20.3,0,0,0.825,FALSE,LSFO,Conventional,0.05
01/01/2023 02:16:00,122,733,20.3,0,0,0.825,FALSE,LSFO,Conventional,0.05
01/01/2023 02:16:30,122,733,20.2,0,0,0.825,FALSE,LSFO,Conventional,0.05
01/01/2023 02:17:00,122,733,20.2,0,0,0.825,FALSE,LSFO,Conventional,0.05
01/01/2023 02:17:30,122,732,20.2,0,0,0.825,FALSE,LSFO,Conventional,0.05
01/01/2023 02:18:00,122,732,20.1,0,0,0.825,FALSE,LSFO,Conventional,0.05
01/01/2023 02:18:30,122,732,20.1,0,0,0.824,FALSE,LSFO,Conventional,0.05
01/01/2023 02:19:00,122,732,20.1,0,0,0.824,FALSE,LSFO,Conventional,0.05
01/01/2023 02:19:30,122,731,20,0,0,0.824,FALSE,LSFO,Conventional,0.05
01/01/2023 02:20:00,122,731,20,0,0,0.824,FALSE,LSFO,Conventional,0.05
01/01/2023 02:20:30,122,731,20,0,0,0.824,FALSE,LSFO,Conventional,0.05
01/01/2023 02:21:00,122,730,19.9,0,0,0.824,FALSE,LSFO,Conventional,0.05
01/01/2023 02:21:30,122,730,19.9,0,0,0.824,FALSE,LSFO,Conventional,0.05
01/01/2023 02:22:00,122,730,19.8,0,0,0.824,FALSE,LSFO,Conventional,0.05
01/01/2023 02:22:30,122,729,19.8,0,0,0.824,FALSE,LSFO,Conventional,0.05
01/01/2023 02:23:00,122,729,19.8,0,0,0.824,FALSE,LSFO,Conventional,0.05
01/01/2023 02:23:30,122,729,19.7,0,0,0.823,FALSE,LSFO,Conventional,0.05
01/01/2023 02:24:00,122,729,19.7,0,0,0.823,FALSE,LSFO,Conventional,0.05
01/01/2023 02:24:30,122,728,19.7,0,0,0.823,FALSE,LSFO,Conventional,0.05
